iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
IRN,Asia,Iran,2020-05-06,101650.0,1680.0,1141.857,6418.0,78.0,65.857,1210.221,20.002,13.595,76.411,0.929,0.784,1.24,,,,,,,,,11732.0,531275.0,6.325,0.14,11127.0,0.132,0.103,9.7,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-07,103135.0,1485.0,1213.571,6486.0,68.0,65.429,1227.901,17.68,14.448,77.221,0.81,0.779,1.22,,,,,,,,,13517.0,544792.0,6.486,0.161,11642.0,0.139,0.104,9.6,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-08,104691.0,1556.0,1292.143,6541.0,55.0,64.286,1246.426,18.525,15.384,77.876,0.655,0.765,1.2,,,,,,,,,14107.0,558899.0,6.654,0.168,11982.0,0.143,0.108,9.3,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-09,106220.0,1529.0,1396.0,6589.0,48.0,61.857,1264.63,18.204,16.62,78.447,0.571,0.736,1.2,,,,,,,,,,,,,12608.0,0.15,0.111,9.0,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-10,107603.0,1383.0,1454.143,6640.0,51.0,62.429,1281.096,16.466,17.313,79.054,0.607,0.743,1.17,,,,,,,,,,586699.0,6.985,,12918.0,0.154,0.113,8.9,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-11,109286.0,1683.0,1519.857,6685.0,45.0,58.286,1301.133,20.037,18.095,79.59,0.536,0.694,1.18,,,,,,,,,,,,,13257.0,0.158,0.115,8.7,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-12,110767.0,1481.0,1542.429,6733.0,48.0,56.143,1318.765,17.632,18.364,80.161,0.571,0.668,1.19,,,,,,,,,,615477.0,7.328,,13705.0,0.163,0.113,8.9,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-13,112725.0,1958.0,1582.143,6783.0,50.0,52.143,1342.077,23.311,18.837,80.757,0.595,0.621,1.23,,,,,,,,,14057.0,629534.0,7.495,0.167,14037.0,0.167,0.113,8.9,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-14,114533.0,1808.0,1628.286,6854.0,71.0,52.571,1363.602,21.526,19.386,81.602,0.845,0.626,1.24,,,,,,,,,14238.0,643772.0,7.665,0.17,14140.0,0.168,0.115,8.7,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-15,116635.0,2102.0,1706.286,6902.0,48.0,51.571,1388.628,25.026,20.315,82.174,0.571,0.614,1.25,,,,,,,,,14832.0,658604.0,7.841,0.177,14244.0,0.17,0.12,8.3,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-16,118392.0,1757.0,1738.857,6937.0,35.0,49.714,1409.547,20.918,20.702,82.59,0.417,0.592,1.23,,,,,,,,,14075.0,672679.0,8.009,0.168,14269.0,0.17,0.122,8.2,tests performed,,,,,,,,,,45.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-17,120198.0,1806.0,1799.286,6988.0,51.0,49.714,1431.049,21.502,21.422,83.197,0.607,0.592,1.23,,,,,,,,,14256.0,686935.0,8.178,0.17,14319.0,0.17,0.126,8.0,tests performed,,,,,,,,,,45.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-18,122492.0,2294.0,1886.571,7057.0,69.0,53.143,1458.36,27.312,22.461,84.019,0.821,0.633,1.26,,,,,,,,,14705.0,701640.0,8.354,0.175,14365.0,0.171,0.131,7.6,tests performed,,,,,,,,,,45.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-19,124603.0,2111.0,1976.571,7119.0,62.0,55.143,1483.494,25.133,23.533,84.757,0.738,0.657,1.25,,,,,,,,,14536.0,716176.0,8.527,0.173,14386.0,0.171,0.137,7.3,tests performed,,,,,,,,,,45.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-20,126949.0,2346.0,2032.0,7183.0,64.0,57.143,1511.424,27.931,24.193,85.519,0.762,0.68,1.23,,,,,,,,,15037.0,731213.0,8.706,0.179,14526.0,0.173,0.14,7.1,tests performed,,,,,,,,,,45.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-21,129341.0,2392.0,2115.429,7249.0,66.0,56.429,1539.903,28.479,25.186,86.305,0.786,0.672,1.2,,,,,,,,,14832.0,746045.0,8.882,0.177,14610.0,0.174,0.145,6.9,tests performed,,,,,,,,,,45.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-22,131652.0,2311.0,2145.286,7300.0,51.0,56.857,1567.417,27.514,25.541,86.912,0.607,0.677,1.14,,,,,,,,,17868.0,763913.0,9.095,0.213,15044.0,0.179,0.143,7.0,tests performed,,,,,,,,,,45.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-23,133521.0,1869.0,2161.286,7359.0,59.0,60.286,1589.669,22.252,25.732,87.614,0.702,0.718,1.1,,,,,,,,,17373.0,781286.0,9.302,0.207,15515.0,0.185,0.139,7.2,tests performed,,,,,,,,,,45.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-24,135701.0,2180.0,2214.714,7417.0,58.0,61.286,1615.624,25.955,26.368,88.305,0.691,0.73,1.08,,,,,,,,,19233.0,800519.0,9.531,0.229,16226.0,0.193,0.136,7.3,tests performed,,,,,,,,,,47.22,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-25,137724.0,2023.0,2176.0,7451.0,34.0,56.286,1639.709,24.085,25.907,88.71,0.405,0.67,1.02,,,,,,,,,18398.0,818917.0,9.75,0.219,16754.0,0.199,0.13,7.7,tests performed,,,,,,,,,,47.22,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-26,139511.0,1787.0,2129.714,7508.0,57.0,55.571,1660.985,21.276,25.356,89.388,0.679,0.662,1.0,,,,,,,,,18173.0,837090.0,9.966,0.216,17273.0,0.206,0.123,8.1,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-27,141591.0,2080.0,2091.714,7564.0,56.0,54.429,1685.749,24.764,24.903,90.055,0.667,0.648,1.04,,,,,,,,,19456.0,856546.0,10.198,0.232,17905.0,0.213,0.117,8.6,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-28,143849.0,2258.0,2072.571,7627.0,63.0,54.0,1712.632,26.883,24.676,90.805,0.75,0.643,1.11,,,,,,,,,,,,,18645.0,0.222,0.111,9.0,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-29,146668.0,2819.0,2145.143,7677.0,50.0,53.857,1746.194,33.562,25.54,91.401,0.595,0.641,1.2,,,,,,,,,,896571.0,10.674,,18951.0,0.226,0.113,8.8,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-30,148950.0,2282.0,2204.143,7734.0,57.0,53.571,1773.363,27.169,26.242,92.079,0.679,0.638,1.21,,,,,,,,,19427.0,915998.0,10.906,0.231,19245.0,0.229,0.115,8.7,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-31,151466.0,2516.0,2252.143,7797.0,63.0,54.286,1803.318,29.955,26.813,92.829,0.75,0.646,1.23,,,,,,,,,19896.0,935894.0,11.143,0.237,19339.0,0.23,0.116,8.6,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-01,154445.0,2979.0,2388.714,7878.0,81.0,61.0,1838.785,35.467,28.439,93.794,0.964,0.726,1.28,,,,,,,,,19971.0,955865.0,11.38,0.238,19564.0,0.233,0.122,8.2,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-02,157562.0,3117.0,2578.714,7942.0,64.0,62.0,1875.895,37.11,30.702,94.556,0.762,0.738,1.29,,,,,,,,,20071.0,975936.0,11.619,0.239,19835.0,0.236,0.13,7.7,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-03,160696.0,3134.0,2729.286,8012.0,70.0,64.0,1913.208,37.313,32.494,95.389,0.833,0.762,1.26,,,,,,,,,21073.0,997009.0,11.87,0.251,20066.0,0.239,0.136,7.4,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-04,164270.0,3574.0,2917.286,8071.0,59.0,63.429,1955.759,42.551,34.733,96.091,0.702,0.755,1.21,,,,,,,,,22353.0,1019362.0,12.136,0.266,20400.0,0.243,0.143,7.0,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-05,167156.0,2886.0,2926.857,8134.0,63.0,65.286,1990.119,34.36,34.846,96.841,0.75,0.777,1.08,,,,,,,,,20927.0,1040289.0,12.385,0.249,20531.0,0.244,0.143,7.0,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-06,169425.0,2269.0,2925.0,8209.0,75.0,67.857,2017.134,27.014,34.824,97.734,0.893,0.808,0.98,,,,,,,,,19837.0,1060126.0,12.622,0.236,20590.0,0.245,0.142,7.0,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-07,171789.0,2364.0,2903.286,8281.0,72.0,69.143,2045.279,28.145,34.566,98.592,0.857,0.823,0.92,,,,,,,,,24731.0,1084857.0,12.916,0.294,21280.0,0.253,0.136,7.3,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-08,173832.0,2043.0,2769.571,8351.0,70.0,67.571,2069.602,24.323,32.974,99.425,0.833,0.804,0.86,,,,,,,,,,,,,21552.0,0.257,0.129,7.8,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-09,175927.0,2095.0,2623.571,8425.0,74.0,69.0,2094.545,24.943,31.236,100.306,0.881,0.821,0.84,,,,,,,,,,1128601.0,13.437,,21809.0,0.26,0.12,8.3,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-10,177938.0,2011.0,2463.143,8506.0,81.0,70.571,2118.487,23.942,29.326,101.27,0.964,0.84,0.85,,,,,,,,,22431.0,1151032.0,13.704,0.267,22003.0,0.262,0.112,8.9,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-11,180156.0,2218.0,2269.429,8584.0,78.0,73.286,2144.894,26.407,27.019,102.199,0.929,0.873,0.89,,,,,,,,,,,,,22090.0,0.263,0.103,9.7,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-12,182525.0,2369.0,2195.571,8659.0,75.0,75.0,2173.099,28.205,26.14,103.092,0.893,0.893,0.96,,,,,,,,,,1196947.0,14.251,,22380.0,0.266,0.098,10.2,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-13,184955.0,2430.0,2218.571,8730.0,71.0,74.429,2202.03,28.931,26.414,103.937,0.845,0.886,1.03,,,,,,,,,22453.0,1219400.0,14.518,0.267,22753.0,0.271,0.098,10.3,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-14,187427.0,2472.0,2234.0,8837.0,107.0,79.429,2231.461,29.431,26.597,105.211,1.274,0.946,1.05,,,,,,,,,24674.0,1244074.0,14.812,0.294,22745.0,0.271,0.098,10.2,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-15,189876.0,2449.0,2292.0,8950.0,113.0,85.571,2260.618,29.157,27.288,106.557,1.345,1.019,1.04,,,,,,,,,25120.0,1269194.0,15.111,0.299,23209.0,0.276,0.099,10.1,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-16,192439.0,2563.0,2358.857,9065.0,115.0,91.429,2291.133,30.514,28.084,107.926,1.369,1.089,1.05,,,,,,,,,24415.0,1293609.0,15.401,0.291,23573.0,0.281,0.1,10.0,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-17,195051.0,2612.0,2444.714,9185.0,120.0,97.0,2322.231,31.098,29.106,109.354,1.429,1.155,1.04,,,,,,,,,26311.0,1319920.0,15.715,0.313,24127.0,0.287,0.101,9.9,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-18,197647.0,2596.0,2498.714,9272.0,87.0,98.286,2353.138,30.907,29.749,110.39,1.036,1.17,1.03,,,,,,,,,24679.0,1344599.0,16.008,0.294,24373.0,0.29,0.103,9.8,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-19,200262.0,2615.0,2533.857,9392.0,120.0,104.714,2384.271,31.134,30.167,111.819,1.429,1.247,1.02,,,,,,,,,26119.0,1370718.0,16.319,0.311,24824.0,0.296,0.102,9.8,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-20,202584.0,2322.0,2518.429,9507.0,115.0,111.0,2411.917,27.645,29.984,113.188,1.369,1.322,1.01,,,,,,,,,24957.0,1395675.0,16.617,0.297,25182.0,0.3,0.1,10.0,tests performed,,,,,,,,,,44.44,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-21,204952.0,2368.0,2503.571,9623.0,116.0,112.286,2440.109,28.193,29.807,114.569,1.381,1.337,1.01,,,,,,,,,26732.0,1422407.0,16.935,0.318,25476.0,0.303,0.098,10.2,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-22,207525.0,2573.0,2521.286,9742.0,119.0,113.143,2470.743,30.634,30.018,115.986,1.417,1.347,1.01,,,,,,,,,27013.0,1449420.0,17.256,0.322,25747.0,0.307,0.098,10.2,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-23,209970.0,2445.0,2504.429,9863.0,121.0,114.0,2499.853,29.11,29.817,117.427,1.441,1.357,1.0,,,,,,,,,25911.0,1475331.0,17.565,0.308,25960.0,0.309,0.096,10.4,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-24,212501.0,2531.0,2492.857,9996.0,133.0,115.857,2529.986,30.133,29.679,119.01,1.583,1.379,1.0,,,,,,,,,27194.0,1502525.0,17.889,0.324,26086.0,0.311,0.096,10.5,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-25,215096.0,2595.0,2492.714,10130.0,134.0,122.571,2560.882,30.895,29.678,120.605,1.595,1.459,1.01,,,,,,,,,27912.0,1530437.0,18.221,0.332,26548.0,0.316,0.094,10.7,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-26,217724.0,2628.0,2494.571,10239.0,109.0,121.0,2592.17,31.288,29.7,121.903,1.298,1.441,1.02,,,,,,,,,27435.0,1557872.0,18.548,0.327,26736.0,0.318,0.093,10.7,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-27,220180.0,2456.0,2513.714,10364.0,125.0,122.429,2621.41,29.241,29.928,123.391,1.488,1.458,1.03,,,,,,,,,25670.0,1583542.0,18.853,0.306,26838.0,0.32,0.094,10.7,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-28,222669.0,2489.0,2531.0,10508.0,144.0,126.429,2651.044,29.633,30.133,125.106,1.714,1.505,1.02,,,,,,,,,27327.0,1610869.0,19.179,0.325,26923.0,0.321,0.094,10.6,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-29,225205.0,2536.0,2525.714,10670.0,162.0,132.571,2681.237,30.193,30.071,127.034,1.929,1.578,1.01,,,,,,,,,28209.0,1639078.0,19.514,0.336,27094.0,0.323,0.093,10.7,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-06-30,227662.0,2457.0,2527.429,10817.0,147.0,136.286,2710.489,29.252,30.091,128.785,1.75,1.623,0.99,,,,,,,,,,,,,27261.0,0.325,0.093,10.8,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-01,230211.0,2549.0,2530.0,10958.0,141.0,137.429,2740.837,30.348,30.122,130.463,1.679,1.636,1.0,,,,,,,,,,1693242.0,20.159,,27245.0,0.324,0.093,10.8,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-02,232863.0,2652.0,2538.143,11106.0,148.0,139.429,2772.411,31.574,30.219,132.225,1.762,1.66,1.01,,,,,,,,,,,,,26952.0,0.321,0.094,10.6,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-03,235429.0,2566.0,2529.286,11260.0,154.0,145.857,2802.961,30.55,30.113,134.059,1.833,1.737,1.01,,,,,,,,,,1744958.0,20.775,,26727.0,0.318,0.095,10.6,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-04,237878.0,2449.0,2528.286,11408.0,148.0,149.143,2832.119,29.157,30.101,135.821,1.762,1.776,1.02,,,,,,,,,24562.0,1769520.0,21.067,0.292,26568.0,0.316,0.095,10.5,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-05,240438.0,2560.0,2538.429,11571.0,163.0,151.857,2862.597,30.479,30.222,137.762,1.941,1.808,1.03,,,,,,,,,25207.0,1794727.0,21.368,0.3,26265.0,0.313,0.097,10.3,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-06,243051.0,2613.0,2549.429,11731.0,160.0,151.571,2893.707,31.11,30.353,139.666,1.905,1.805,1.02,,,,,,,,,25276.0,1820003.0,21.669,0.301,25846.0,0.308,0.099,10.1,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-07,245688.0,2637.0,2575.143,11931.0,200.0,159.143,2925.103,31.395,30.659,142.048,2.381,1.895,1.0,,,,,,,,,26790.0,1846793.0,21.987,0.319,25805.0,0.307,0.1,10.0,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-08,248379.0,2691.0,2595.429,12084.0,153.0,160.857,2957.141,32.038,30.901,143.869,1.822,1.915,0.96,,,,,,,,,25598.0,1872391.0,22.292,0.305,25593.0,0.305,0.101,9.9,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-09,250458.0,2079.0,2513.571,12305.0,221.0,171.286,2981.893,24.752,29.926,146.5,2.631,2.039,0.91,,,,,,,,,25412.0,1897803.0,22.595,0.303,25529.0,0.304,0.098,10.2,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-10,252720.0,2262.0,2470.143,12447.0,142.0,169.571,3008.824,26.931,29.409,148.191,1.691,2.019,0.92,,,,,,,,,24698.0,1922501.0,22.889,0.294,25363.0,0.302,0.097,10.3,tests performed,,,,,,,,,,41.67,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-11,255117.0,2397.0,2462.714,12635.0,188.0,175.286,3037.362,28.538,29.32,150.429,2.238,2.087,0.96,,,,,,,,,24613.0,1947114.0,23.182,0.293,25371.0,0.302,0.097,10.3,tests performed,,,,,,,,,,52.31,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-12,257303.0,2186.0,2409.286,12829.0,194.0,179.714,3063.388,26.026,28.684,152.739,2.31,2.14,0.96,,,,,,,,,25093.0,1972207.0,23.481,0.299,25354.0,0.302,0.095,10.5,tests performed,,,,,,,,,,52.31,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
